,ADDRESS,CITY,ZIP,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,YTD,TYPE,YEAR,LAT,LNG
611,,,60607,,,77.0,307.0,58.0,43.0,57.0,110.0,105.0,293.0,607.0,276.0,1933.0,Cases,2020,41.876104,-87.652727
612,,,60608,,,166.0,795.0,777.0,145.0,193.0,402.0,298.0,705.0,2161.0,843.0,6485.0,Cases,2020,41.849879,-87.670366
613,,,60609,,,112.0,750.0,881.0,157.0,207.0,312.0,223.0,621.0,1740.0,768.0,5771.0,Cases,2020,41.812017,-87.653382
614,,,60610,,,82.0,75.0,103.0,64.0,97.0,139.0,164.0,396.0,922.0,358.0,2400.0,Cases,2020,41.90455,-87.63581
615,,,60611,,,56.0,35.0,56.0,48.0,89.0,108.0,98.0,279.0,609.0,275.0,1653.0,Cases,2020,41.894734,-87.620291
616,,,60612,,,133.0,282.0,280.0,56.0,82.0,107.0,73.0,281.0,886.0,393.0,2573.0,Cases,2020,41.88004,-87.687011
617,,,60613,,,115.0,174.0,94.0,68.0,114.0,150.0,161.0,442.0,960.0,455.0,2733.0,Cases,2020,41.953742,-87.661343
618,,,60614,,,119.0,248.0,136.0,114.0,160.0,249.0,255.0,636.0,1456.0,600.0,3973.0,Cases,2020,41.922605,-87.652064
619,,,60615,,,97.0,145.0,122.0,54.0,105.0,82.0,49.0,178.0,571.0,266.0,1669.0,Cases,2020,41.801993,-87.602725
620,,,60616,,,98.0,173.0,169.0,66.0,99.0,151.0,110.0,375.0,917.0,603.0,2761.0,Cases,2020,41.844869,-87.629531
621,,,60617,,,207.0,404.0,501.0,158.0,376.0,385.0,257.0,733.0,2128.0,927.0,6076.0,Cases,2020,41.721257,-87.556897
622,,,60618,,,121.0,523.0,621.0,192.0,195.0,428.0,265.0,841.0,2067.0,1055.0,6308.0,Cases,2020,41.946699,-87.703343
623,,,60619,,,237.0,391.0,265.0,111.0,181.0,161.0,108.0,323.0,979.0,554.0,3310.0,Cases,2020,41.744737,-87.60569
624,,,60620,,,278.0,480.0,342.0,113.0,214.0,207.0,101.0,421.0,1152.0,614.0,3922.0,Cases,2020,41.740873,-87.651656
625,,,60621,,,90.0,251.0,200.0,48.0,71.0,81.0,51.0,144.0,499.0,267.0,1702.0,Cases,2020,41.776931,-87.638812
626,,,60622,,,100.0,281.0,255.0,98.0,140.0,189.0,195.0,552.0,1292.0,664.0,3766.0,Cases,2020,41.902762,-87.681818
627,,,60623,,,183.0,1530.0,1628.0,250.0,250.0,412.0,340.0,958.0,2479.0,1151.0,9181.0,Cases,2020,41.850321,-87.717446
628,,,60624,,,166.0,337.0,344.0,84.0,97.0,133.0,84.0,204.0,710.0,360.0,2519.0,Cases,2020,41.879417,-87.722735
629,,,60625,,,113.0,646.0,623.0,158.0,186.0,320.0,224.0,642.0,1502.0,924.0,5338.0,Cases,2020,41.971155,-87.701816
630,,,60626,,,80.0,550.0,439.0,97.0,112.0,108.0,95.0,320.0,955.0,520.0,3276.0,Cases,2020,42.009469,-87.669834
631,,,60628,,,238.0,514.0,321.0,126.0,201.0,218.0,118.0,428.0,1174.0,505.0,3843.0,Cases,2020,41.694192,-87.621537
632,,,60629,,,174.0,1391.0,1691.0,329.0,439.0,903.0,642.0,1792.0,4759.0,2030.0,14150.0,Cases,2020,41.777061,-87.711565
633,,,60630,,,84.0,346.0,365.0,78.0,97.0,247.0,169.0,580.0,1352.0,776.0,4094.0,Cases,2020,41.971261,-87.759611
634,,,60631,,,53.0,96.0,148.0,71.0,78.0,138.0,111.0,275.0,868.0,421.0,2259.0,Cases,2020,41.995019,-87.813371
635,,,60632,,,87.0,1421.0,1571.0,264.0,326.0,616.0,479.0,1415.0,3272.0,1630.0,11081.0,Cases,2020,41.810038,-87.711251
636,,,60633,,,7.0,55.0,57.0,31.0,81.0,84.0,56.0,167.0,421.0,132.0,1091.0,Cases,2020,41.653147,-87.556037
637,,,60634,,,154.0,621.0,636.0,200.0,259.0,482.0,298.0,992.0,2661.0,1508.0,7811.0,Cases,2020,41.944967,-87.797373
638,,,60636,,,135.0,291.0,295.0,88.0,110.0,121.0,81.0,215.0,751.0,393.0,2480.0,Cases,2020,41.77599,-87.668597
639,,,60637,,,115.0,240.0,245.0,57.0,96.0,112.0,91.0,228.0,860.0,361.0,2405.0,Cases,2020,41.780991,-87.604053
640,,,60638,,,96.0,496.0,486.0,122.0,195.0,440.0,352.0,923.0,2179.0,957.0,6246.0,Cases,2020,41.787032,-87.771902
641,,,60639,,,157.0,1481.0,1613.0,338.0,350.0,535.0,371.0,1294.0,3671.0,1915.0,11725.0,Cases,2020,41.920609,-87.75531
642,,,60640,,,97.0,467.0,250.0,100.0,140.0,159.0,122.0,394.0,1008.0,673.0,3410.0,Cases,2020,41.971888,-87.662232
643,,,60641,,,88.0,655.0,737.0,167.0,216.0,384.0,320.0,903.0,2195.0,1227.0,6892.0,Cases,2020,41.946682,-87.746791
644,,,60642,,,23.0,69.0,61.0,62.0,56.0,77.0,65.0,237.0,537.0,237.0,1424.0,Cases,2020,41.899935,-87.657821
645,,,60643,,,195.0,341.0,184.0,86.0,190.0,159.0,104.0,451.0,1032.0,525.0,3267.0,Cases,2020,41.700445,-87.662381
646,,,60644,,,178.0,567.0,517.0,72.0,104.0,129.0,95.0,260.0,841.0,464.0,3227.0,Cases,2020,41.881113,-87.756863
647,,,60645,,,241.0,481.0,343.0,92.0,64.0,162.0,117.0,339.0,1044.0,715.0,3598.0,Cases,2020,42.008927,-87.695049
648,,,60646,,,40.0,193.0,135.0,31.0,38.0,106.0,70.0,239.0,699.0,360.0,1911.0,Cases,2020,41.993931,-87.761826
649,,,60647,,,89.0,614.0,643.0,193.0,240.0,356.0,253.0,891.0,2200.0,1158.0,6637.0,Cases,2020,41.921058,-87.701101
650,,,60649,,,146.0,442.0,232.0,64.0,126.0,104.0,61.0,230.0,708.0,392.0,2505.0,Cases,2020,41.762202,-87.571522
651,,,60651,,,156.0,708.0,855.0,161.0,206.0,320.0,192.0,601.0,1912.0,946.0,6057.0,Cases,2020,41.901964,-87.741017
652,,,60652,,,118.0,373.0,446.0,109.0,154.0,295.0,245.0,541.0,1278.0,599.0,4158.0,Cases,2020,41.745398,-87.714238
653,,,60653,,,113.0,211.0,192.0,64.0,89.0,75.0,47.0,208.0,606.0,312.0,1917.0,Cases,2020,41.819261,-87.611244
654,,,60654,,,43.0,71.0,28.0,36.0,58.0,74.0,89.0,247.0,590.0,228.0,1464.0,Cases,2020,41.892485,-87.636354
655,,,60655,,,74.0,122.0,70.0,24.0,104.0,207.0,106.0,455.0,1061.0,434.0,2657.0,Cases,2020,41.696456,-87.701434
656,,,60656,,,48.0,110.0,107.0,44.0,76.0,172.0,100.0,329.0,811.0,399.0,2196.0,Cases,2020,41.974566,-87.817934
657,,,60657,,,120.0,113.0,106.0,75.0,161.0,251.0,243.0,603.0,1435.0,539.0,3646.0,Cases,2020,41.939715,-87.658216
658,,,60659,,,125.0,322.0,291.0,81.0,83.0,147.0,99.0,345.0,1006.0,527.0,3026.0,Cases,2020,41.990803,-87.703266
659,,,60660,,,61.0,214.0,156.0,58.0,85.0,113.0,107.0,238.0,645.0,337.0,2014.0,Cases,2020,41.991062,-87.666362
660,,,60661,,,12.0,13.0,15.0,16.0,43.0,26.0,38.0,111.0,217.0,73.0,564.0,Cases,2020,41.882786,-87.644283
661,,,60666,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cases,2020,41.979511,-87.896371
662,,,60707,,,28.0,171.0,170.0,37.0,49.0,92.0,66.0,247.0,649.0,283.0,1792.0,Cases,2020,41.921777,-87.808283
663,,,60827,,,12.0,30.0,37.0,5.0,13.0,7.0,7.0,29.0,62.0,45.0,247.0,Cases,2020,41.650765,-87.633087
665,,,60601,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Deaths,2021,41.886262,-87.622844
666,,,60602,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Deaths,2021,41.883136,-87.628309
667,,,60603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deaths,2021,41.880112,-87.625473
668,,,60604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deaths,2021,41.878153,-87.629029
669,,,60605,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,Deaths,2021,41.867824,-87.623449
670,,,60606,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,Deaths,2021,41.882634,-87.63676
671,,,60607,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,8.0,Deaths,2021,41.876104,-87.652727
672,,,60608,8.0,9.0,0.0,1.0,2.0,3.0,3.0,3.0,6.0,3.0,3.0,19.0,60.0,Deaths,2021,41.849879,-87.670366
673,,,60609,15.0,2.0,7.0,4.0,11.0,1.0,0.0,1.0,6.0,4.0,1.0,14.0,66.0,Deaths,2021,41.812017,-87.653382
674,,,60610,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,13.0,Deaths,2021,41.90455,-87.63581
675,,,60611,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,Deaths,2021,41.894734,-87.620291
676,,,60612,4.0,5.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,4.0,27.0,Deaths,2021,41.88004,-87.687011
677,,,60613,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.0,Deaths,2021,41.953742,-87.661343
678,,,60614,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,19.0,Deaths,2021,41.922605,-87.652064
679,,,60615,7.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,13.0,34.0,Deaths,2021,41.801993,-87.602725
680,,,60616,16.0,2.0,2.0,2.0,7.0,0.0,1.0,4.0,4.0,3.0,1.0,8.0,50.0,Deaths,2021,41.844869,-87.629531
681,,,60617,11.0,13.0,4.0,12.0,5.0,2.0,0.0,5.0,3.0,4.0,4.0,20.0,83.0,Deaths,2021,41.721257,-87.556897
682,,,60618,11.0,6.0,3.0,5.0,6.0,5.0,0.0,1.0,0.0,2.0,1.0,4.0,44.0,Deaths,2021,41.946699,-87.703343
683,,,60619,10.0,2.0,5.0,11.0,7.0,0.0,2.0,6.0,3.0,5.0,8.0,9.0,68.0,Deaths,2021,41.744737,-87.60569
684,,,60620,13.0,3.0,5.0,7.0,17.0,3.0,2.0,10.0,5.0,14.0,9.0,20.0,108.0,Deaths,2021,41.740873,-87.651656
685,,,60621,7.0,3.0,2.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,8.0,10.0,53.0,Deaths,2021,41.776931,-87.638812
686,,,60622,6.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,20.0,Deaths,2021,41.902762,-87.681818
687,,,60623,16.0,6.0,2.0,6.0,9.0,5.0,1.0,5.0,4.0,3.0,2.0,11.0,70.0,Deaths,2021,41.850321,-87.717446
688,,,60624,8.0,5.0,3.0,2.0,7.0,4.0,2.0,4.0,1.0,2.0,2.0,6.0,46.0,Deaths,2021,41.879417,-87.722735
689,,,60625,21.0,5.0,4.0,2.0,7.0,3.0,0.0,4.0,1.0,5.0,1.0,6.0,59.0,Deaths,2021,41.971155,-87.701816
690,,,60626,10.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,37.0,Deaths,2021,42.009469,-87.669834
691,,,60628,15.0,3.0,5.0,4.0,12.0,1.0,0.0,11.0,7.0,4.0,7.0,16.0,85.0,Deaths,2021,41.694192,-87.621537
692,,,60629,23.0,8.0,5.0,8.0,8.0,2.0,2.0,5.0,8.0,9.0,5.0,13.0,96.0,Deaths,2021,41.777061,-87.711565
693,,,60630,11.0,9.0,2.0,8.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,9.0,55.0,Deaths,2021,41.971261,-87.759611
694,,,60631,10.0,5.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,31.0,Deaths,2021,41.995019,-87.813371
695,,,60632,20.0,8.0,4.0,1.0,6.0,2.0,0.0,1.0,3.0,4.0,6.0,7.0,62.0,Deaths,2021,41.810038,-87.711251
696,,,60633,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,10.0,Deaths,2021,41.653147,-87.556037
697,,,60634,15.0,14.0,8.0,3.0,6.0,4.0,0.0,5.0,6.0,1.0,12.0,16.0,90.0,Deaths,2021,41.944967,-87.797373
698,,,60636,9.0,2.0,3.0,3.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,7.0,45.0,Deaths,2021,41.77599,-87.668597
699,,,60637,5.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,3.0,28.0,Deaths,2021,41.780991,-87.604053
700,,,60638,11.0,3.0,2.0,4.0,8.0,0.0,1.0,1.0,6.0,8.0,2.0,17.0,63.0,Deaths,2021,41.787032,-87.771902
701,,,60639,20.0,12.0,5.0,9.0,7.0,4.0,1.0,2.0,5.0,4.0,5.0,11.0,85.0,Deaths,2021,41.920609,-87.75531
702,,,60640,14.0,5.0,4.0,4.0,3.0,0.0,2.0,0.0,1.0,5.0,1.0,6.0,45.0,Deaths,2021,41.971888,-87.662232
703,,,60641,13.0,8.0,6.0,7.0,5.0,3.0,1.0,1.0,4.0,4.0,2.0,6.0,60.0,Deaths,2021,41.946682,-87.746791
704,,,60642,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,Deaths,2021,41.899935,-87.657821
705,,,60643,12.0,6.0,3.0,2.0,10.0,1.0,3.0,9.0,6.0,2.0,4.0,10.0,68.0,Deaths,2021,41.700445,-87.662381
706,,,60644,15.0,3.0,3.0,4.0,4.0,4.0,0.0,5.0,8.0,1.0,3.0,8.0,58.0,Deaths,2021,41.881113,-87.756863
707,,,60645,10.0,5.0,3.0,7.0,2.0,2.0,0.0,3.0,0.0,2.0,3.0,8.0,45.0,Deaths,2021,42.008927,-87.695049
708,,,60646,8.0,5.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,29.0,Deaths,2021,41.993931,-87.761826
709,,,60647,11.0,1.0,3.0,5.0,5.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,38.0,Deaths,2021,41.921058,-87.701101
710,,,60649,6.0,1.0,1.0,3.0,6.0,0.0,2.0,3.0,7.0,5.0,8.0,6.0,48.0,Deaths,2021,41.762202,-87.571522
711,,,60651,11.0,6.0,3.0,6.0,9.0,4.0,1.0,2.0,2.0,2.0,1.0,6.0,53.0,Deaths,2021,41.901964,-87.741017
712,,,60652,4.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,7.0,6.0,36.0,Deaths,2021,41.745398,-87.714238
713,,,60653,3.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,7.0,30.0,Deaths,2021,41.819261,-87.611244
714,,,60654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deaths,2021,41.892485,-87.636354
715,,,60655,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,Deaths,2021,41.696456,-87.701434
716,,,60656,10.0,7.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,27.0,Deaths,2021,41.974566,-87.817934
717,,,60657,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,Deaths,2021,41.939715,-87.658216
718,,,60659,12.0,1.0,2.0,2.0,5.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,37.0,Deaths,2021,41.990803,-87.703266
719,,,60660,6.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,23.0,Deaths,2021,41.991062,-87.666362
720,,,60661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Deaths,2021,41.882786,-87.644283
721,,,60666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deaths,2021,41.979511,-87.896371
722,,,60707,5.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,17.0,Deaths,2021,41.921777,-87.808283
723,,,60827,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,Deaths,2021,41.650765,-87.633087
785,,,60601,,,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,Deaths,2020,41.886262,-87.622844
786,,,60602,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Deaths,2020,41.883136,-87.628309
787,,,60603,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deaths,2020,41.880112,-87.625473
788,,,60604,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deaths,2020,41.878153,-87.629029
789,,,60605,,,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,9.0,Deaths,2020,41.867824,-87.623449
790,,,60606,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Deaths,2020,41.882634,-87.63676
791,,,60607,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Deaths,2020,41.876104,-87.652727
792,,,60608,,,1.0,25.0,25.0,21.0,3.0,3.0,2.0,3.0,20.0,18.0,121.0,Deaths,2020,41.849879,-87.670366
793,,,60609,,,3.0,21.0,39.0,10.0,4.0,2.0,3.0,4.0,16.0,14.0,116.0,Deaths,2020,41.812017,-87.653382
794,,,60610,,,0.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,6.0,7.0,24.0,Deaths,2020,41.90455,-87.63581
795,,,60611,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,11.0,Deaths,2020,41.894734,-87.620291
796,,,60612,,,4.0,9.0,11.0,2.0,3.0,2.0,0.0,0.0,14.0,8.0,53.0,Deaths,2020,41.88004,-87.687011
797,,,60613,,,2.0,10.0,16.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,40.0,Deaths,2020,41.953742,-87.661343
798,,,60614,,,1.0,37.0,24.0,6.0,2.0,2.0,0.0,1.0,6.0,4.0,83.0,Deaths,2020,41.922605,-87.652064
799,,,60615,,,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,25.0,Deaths,2020,41.801993,-87.602725
800,,,60616,,,4.0,19.0,9.0,2.0,1.0,3.0,4.0,0.0,11.0,17.0,70.0,Deaths,2020,41.844869,-87.629531
801,,,60617,,,10.0,17.0,33.0,4.0,5.0,10.0,4.0,5.0,16.0,17.0,121.0,Deaths,2020,41.721257,-87.556897
802,,,60618,,,0.0,18.0,22.0,9.0,1.0,2.0,1.0,7.0,19.0,17.0,96.0,Deaths,2020,41.946699,-87.703343
803,,,60619,,,10.0,29.0,19.0,7.0,1.0,1.0,3.0,4.0,11.0,20.0,105.0,Deaths,2020,41.744737,-87.60569
804,,,60620,,,15.0,33.0,18.0,4.0,1.0,4.0,4.0,1.0,19.0,19.0,118.0,Deaths,2020,41.740873,-87.651656
805,,,60621,,,4.0,18.0,26.0,3.0,1.0,1.0,0.0,1.0,10.0,4.0,68.0,Deaths,2020,41.776931,-87.638812
806,,,60622,,,1.0,33.0,16.0,5.0,1.0,0.0,0.0,0.0,8.0,2.0,66.0,Deaths,2020,41.902762,-87.681818
807,,,60623,,,9.0,46.0,75.0,18.0,7.0,2.0,5.0,2.0,41.0,17.0,222.0,Deaths,2020,41.850321,-87.717446
808,,,60624,,,3.0,13.0,8.0,4.0,1.0,0.0,2.0,4.0,11.0,11.0,57.0,Deaths,2020,41.879417,-87.722735
809,,,60625,,,3.0,37.0,49.0,12.0,2.0,7.0,4.0,4.0,9.0,28.0,155.0,Deaths,2020,41.971155,-87.701816
810,,,60626,,,2.0,37.0,63.0,13.0,5.0,0.0,1.0,3.0,8.0,12.0,144.0,Deaths,2020,42.009469,-87.669834
811,,,60628,,,8.0,45.0,41.0,11.0,5.0,3.0,5.0,10.0,24.0,21.0,173.0,Deaths,2020,41.694192,-87.621537
812,,,60629,,,7.0,25.0,47.0,19.0,10.0,7.0,7.0,5.0,43.0,34.0,204.0,Deaths,2020,41.777061,-87.711565
813,,,60630,,,2.0,16.0,33.0,10.0,3.0,1.0,4.0,1.0,13.0,19.0,102.0,Deaths,2020,41.971261,-87.759611
814,,,60631,,,1.0,1.0,23.0,12.0,6.0,1.0,1.0,0.0,15.0,16.0,76.0,Deaths,2020,41.995019,-87.813371
815,,,60632,,,2.0,26.0,50.0,14.0,6.0,2.0,3.0,5.0,27.0,29.0,164.0,Deaths,2020,41.810038,-87.711251
816,,,60633,,,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,12.0,Deaths,2020,41.653147,-87.556037
817,,,60634,,,4.0,19.0,18.0,13.0,4.0,4.0,2.0,4.0,27.0,20.0,115.0,Deaths,2020,41.944967,-87.797373
818,,,60636,,,9.0,25.0,12.0,5.0,1.0,3.0,2.0,3.0,14.0,9.0,83.0,Deaths,2020,41.77599,-87.668597
819,,,60637,,,2.0,12.0,7.0,5.0,1.0,1.0,0.0,0.0,9.0,10.0,47.0,Deaths,2020,41.780991,-87.604053
820,,,60638,,,1.0,14.0,15.0,7.0,2.0,8.0,4.0,6.0,21.0,19.0,97.0,Deaths,2020,41.787032,-87.771902
821,,,60639,,,2.0,42.0,43.0,23.0,6.0,4.0,3.0,6.0,26.0,40.0,195.0,Deaths,2020,41.920609,-87.75531
822,,,60640,,,3.0,39.0,39.0,5.0,1.0,3.0,0.0,0.0,15.0,23.0,128.0,Deaths,2020,41.971888,-87.662232
823,,,60641,,,2.0,20.0,22.0,9.0,0.0,3.0,5.0,2.0,13.0,19.0,95.0,Deaths,2020,41.946682,-87.746791
824,,,60642,,,0.0,1.0,9.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,20.0,Deaths,2020,41.899935,-87.657821
825,,,60643,,,3.0,32.0,23.0,5.0,4.0,5.0,3.0,3.0,11.0,18.0,107.0,Deaths,2020,41.700445,-87.662381
826,,,60644,,,7.0,38.0,35.0,12.0,1.0,0.0,1.0,1.0,7.0,4.0,106.0,Deaths,2020,41.881113,-87.756863
827,,,60645,,,2.0,35.0,28.0,3.0,1.0,1.0,0.0,1.0,10.0,10.0,91.0,Deaths,2020,42.008927,-87.695049
828,,,60646,,,2.0,8.0,29.0,3.0,1.0,1.0,1.0,0.0,8.0,3.0,56.0,Deaths,2020,41.993931,-87.761826
829,,,60647,,,1.0,28.0,51.0,9.0,3.0,1.0,1.0,2.0,14.0,19.0,129.0,Deaths,2020,41.921058,-87.701101
830,,,60649,,,10.0,65.0,43.0,5.0,2.0,0.0,0.0,1.0,9.0,6.0,141.0,Deaths,2020,41.762202,-87.571522
831,,,60651,,,7.0,28.0,29.0,10.0,3.0,2.0,0.0,3.0,18.0,15.0,115.0,Deaths,2020,41.901964,-87.741017
832,,,60652,,,3.0,9.0,28.0,7.0,2.0,0.0,2.0,8.0,11.0,12.0,82.0,Deaths,2020,41.745398,-87.714238
833,,,60653,,,3.0,19.0,9.0,5.0,2.0,4.0,0.0,0.0,6.0,5.0,53.0,Deaths,2020,41.819261,-87.611244
834,,,60654,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,Deaths,2020,41.892485,-87.636354
835,,,60655,,,1.0,6.0,2.0,0.0,0.0,4.0,0.0,3.0,9.0,6.0,31.0,Deaths,2020,41.696456,-87.701434
836,,,60656,,,2.0,4.0,1.0,2.0,1.0,1.0,0.0,7.0,10.0,7.0,35.0,Deaths,2020,41.974566,-87.817934
837,,,60657,,,0.0,15.0,10.0,3.0,0.0,1.0,0.0,2.0,6.0,5.0,42.0,Deaths,2020,41.939715,-87.658216
838,,,60659,,,4.0,21.0,15.0,1.0,3.0,1.0,1.0,3.0,7.0,16.0,72.0,Deaths,2020,41.990803,-87.703266
839,,,60660,,,1.0,20.0,17.0,2.0,0.0,1.0,1.0,2.0,4.0,12.0,60.0,Deaths,2020,41.991062,-87.666362
840,,,60661,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Deaths,2020,41.882786,-87.644283
841,,,60666,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deaths,2020,41.979511,-87.896371
842,,,60707,,,1.0,3.0,8.0,0.0,0.0,0.0,1.0,1.0,3.0,17.0,34.0,Deaths,2020,41.921777,-87.808283
843,,,60827,,,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,11.0,Deaths,2020,41.650765,-87.633087
845,,,60601,3079.0,2531.0,3146.0,3215.0,2747.0,1657.0,2099.0,4837.0,14441.0,6538.0,5356.0,8982.0,58628.0,Tests,2021,41.886262,-87.622844
846,,,60602,268.0,189.0,247.0,289.0,378.0,260.0,334.0,469.0,716.0,1114.0,1157.0,1085.0,6506.0,Tests,2021,41.883136,-87.628309
847,,,60603,426.0,322.0,328.0,365.0,335.0,167.0,325.0,691.0,574.0,849.0,901.0,1142.0,6425.0,Tests,2021,41.880112,-87.625473
848,,,60604,319.0,262.0,631.0,906.0,1137.0,681.0,730.0,1419.0,875.0,903.0,544.0,863.0,9270.0,Tests,2021,41.878153,-87.629029
849,,,60605,5292.0,3785.0,4287.0,4273.0,4043.0,2451.0,2861.0,5799.0,4803.0,6882.0,6464.0,11198.0,62138.0,Tests,2021,41.867824,-87.623449
850,,,60606,895.0,729.0,932.0,911.0,1015.0,690.0,940.0,1933.0,2945.0,2453.0,1618.0,1959.0,17020.0,Tests,2021,41.882634,-87.63676
851,,,60607,8139.0,6385.0,6895.0,6758.0,5727.0,3431.0,3437.0,8221.0,6492.0,8935.0,8665.0,12976.0,86061.0,Tests,2021,41.876104,-87.652727
852,,,60608,11471.0,7652.0,8124.0,9495.0,9372.0,5576.0,5983.0,12369.0,12416.0,17570.0,15945.0,22828.0,138801.0,Tests,2021,41.849879,-87.670366
853,,,60609,8941.0,5121.0,5281.0,6390.0,6156.0,3374.0,4447.0,8701.0,9877.0,13554.0,13327.0,19543.0,104712.0,Tests,2021,41.812017,-87.653382
854,,,60610,8319.0,6115.0,6999.0,6441.0,6303.0,4184.0,4932.0,10054.0,8686.0,10767.0,9947.0,14060.0,96807.0,Tests,2021,41.90455,-87.63581
855,,,60611,6331.0,4073.0,5054.0,4894.0,4724.0,2934.0,4052.0,8419.0,6202.0,8655.0,8231.0,14286.0,77855.0,Tests,2021,41.894734,-87.620291
856,,,60612,11148.0,8410.0,9078.0,9150.0,7471.0,3415.0,3516.0,6419.0,7296.0,11181.0,10438.0,14233.0,101755.0,Tests,2021,41.88004,-87.687011
857,,,60613,11147.0,7249.0,8301.0,8215.0,7766.0,4893.0,6088.0,11242.0,9062.0,13196.0,12703.0,20777.0,120639.0,Tests,2021,41.953742,-87.661343
