Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
1/9/2021,781,17,53,97,217,142,101,106,70,34,13,1,406,375,0,282,30,143,234,18,74,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,4,5,14,11,11,1,27,26,0,16,1,22,13,0,1
3/11/2021,355,1,25,41,107,82,49,36,27,5,8,0,164,191,0,103,17,57,128,20,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,2,4,4,6,4,2,0,13,12,0,10,1,8,5,1,0
5/29/2020,460,20,50,33,115,70,85,75,42,18,22,0,249,207,4,228,10,113,43,18,48,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,27,9,1,0
11/12/2021,620,6,36,131,104,135,89,81,45,20,15,0,334,280,6,93,23,123,189,59,133,0,0,0,1,1,1,1,2,0,4,2,0,0,0,4,2,0,0,2,0,3,5,8,5,7,6,0,18,18,0,5,1,15,14,0,1
5/25/2020,252,23,78,7,34,35,41,43,49,26,17,0,123,127,2,84,7,82,57,3,19,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,10,4,7,12,17,11,15,0,37,41,0,29,2,36,9,0,2
6/19/2021,30,2,5,6,11,5,1,2,1,4,0,0,18,12,0,11,3,6,7,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,1,1,0,4,1,0,4,1,0,0,0,0
5/19/2021,279,7,40,45,71,64,25,30,33,7,4,0,149,130,0,76,7,126,38,9,23,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,7,5,4,6,11,6,1,0,20,20,0,6,0,30,3,1,0
10/28/2021,400,6,25,93,77,91,55,45,27,6,6,0,211,189,0,62,16,87,154,25,56,0,0,0,1,0,3,1,1,0,2,4,0,4,0,1,1,0,0,0,0,5,4,3,7,3,3,0,12,13,0,6,1,6,8,0,4
3/13/2021,258,2,16,29,65,62,43,32,20,4,3,0,132,126,0,70,3,53,97,15,20,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,1,1,2,3,3,5,1,0,8,8,0,3,0,8,4,1,0
3/31/2021,719,4,47,85,226,161,89,92,33,19,14,0,363,354,2,148,40,162,282,21,66,0,0,0,0,1,1,0,2,0,1,3,0,1,0,2,1,0,0,2,3,3,10,12,10,4,3,0,25,22,0,12,1,25,8,1,0
12/18/2021,2595,9,109,415,774,610,361,226,120,64,25,0,1388,1187,20,310,100,745,729,216,495,0,0,0,0,1,5,2,1,0,1,8,0,2,0,4,3,0,0,9,12,9,14,18,22,17,8,0,54,55,0,19,1,63,19,1,6
11/4/2021,497,1,27,151,100,111,54,35,28,11,7,0,270,225,2,71,13,110,154,48,101,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,3,6,7,2,5,0,12,15,0,9,0,10,6,2,0
1/16/2021,624,15,60,84,141,104,112,82,63,28,9,1,355,269,0,278,26,103,151,20,46,0,0,0,1,1,5,5,3,0,8,7,0,9,1,2,3,0,0,2,4,3,5,5,15,13,12,1,28,32,0,17,1,23,17,2,0
12/7/2021,1161,11,72,275,253,223,157,119,78,35,19,2,600,553,8,177,25,281,301,140,237,0,0,1,1,0,2,5,2,0,3,8,0,1,2,3,5,0,0,4,4,3,11,15,14,12,9,0,44,28,0,15,1,38,13,3,2
6/10/2021,39,2,16,7,6,8,6,2,7,1,2,0,17,22,0,7,1,23,6,0,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,4,3,3,0,1,0,9,7,0,2,0,7,6,1,0
7/3/2020,175,5,29,14,52,36,26,18,16,9,4,0,106,68,1,52,2,48,43,9,21,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,5,0,15,5,2,2
6/4/2021,75,6,16,18,18,8,10,7,9,3,2,0,37,38,0,21,1,34,11,2,6,0,0,0,1,1,0,2,2,0,4,2,0,1,0,4,1,0,0,1,1,0,1,4,7,2,0,0,5,11,0,3,0,10,1,1,1
11/10/2021,591,2,29,164,132,119,70,39,38,15,14,0,304,283,4,87,14,140,166,52,132,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,2,3,4,8,6,4,0,14,15,0,4,0,13,9,1,2
12/4/2020,1856,32,103,240,409,341,306,272,158,85,45,0,937,911,8,705,73,342,430,76,230,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,15,12,19,19,16,12,0,49,54,0,30,4,45,17,5,2
8/3/2021,443,1,14,58,140,103,53,38,34,11,6,0,228,213,2,86,16,103,159,15,64,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,2,2,0,5,9,0,1,0,6,6,1,0
5/21/2020,800,34,109,75,174,138,119,122,78,51,43,0,416,373,11,426,28,167,67,24,88,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,11,16,17,23,21,11,0,54,55,0,47,8,41,8,4,1
5/16/2020,514,28,102,35,106,87,93,77,59,35,22,0,278,232,4,246,13,109,65,14,67,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,18,16,17,0,51,51,0,41,4,32,17,2,6
12/6/2021,1215,6,76,326,234,233,176,115,77,25,17,12,655,552,8,196,40,320,317,127,215,0,0,0,2,1,1,1,1,0,2,4,0,2,0,3,1,0,0,3,3,7,11,10,18,11,13,0,38,38,0,13,1,38,21,1,2
1/13/2022,3497,27,180,871,640,570,432,419,314,166,84,1,1858,1619,20,901,183,646,788,187,792,0,0,0,0,5,7,5,10,0,13,14,0,3,0,15,9,0,0,8,16,18,10,21,46,27,34,0,97,83,0,34,6,78,47,4,11
9/8/2020,369,1,21,36,120,80,55,40,23,10,5,0,181,188,0,192,10,43,97,6,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4,2,4,4,4,0,7,14,0,11,0,5,4,0,1
2/20/2021,213,9,17,35,57,30,29,33,13,8,8,0,106,107,0,64,9,41,68,17,14,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,6,0,9,8,0,3,0,10,2,2,0
6/28/2020,110,5,27,8,36,22,20,10,9,3,2,0,64,46,0,36,1,23,28,6,16,0,0,0,1,0,2,0,2,0,4,1,0,2,0,2,1,0,0,0,5,0,4,5,4,4,5,0,17,10,0,9,0,12,5,0,1
8/28/2021,361,3,27,79,92,63,51,32,25,11,8,0,186,173,2,78,10,118,86,14,55,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,0,0,1,3,3,3,5,5,4,3,0,13,14,0,5,0,16,6,0,0
3/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,21,6,77,42,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,11,1,0,19,33,0,8,1,35,7,1,0
9/10/2021,517,5,23,107,147,82,71,48,34,19,9,0,266,246,5,98,21,152,154,26,66,0,0,0,0,2,1,1,1,0,2,3,0,1,1,2,1,0,0,0,5,1,3,3,4,2,5,0,11,12,0,4,0,12,5,0,2
2/1/2022,616,2,,169,98,121,89,51,37,37,14,0,340,271,5,134,41,82,181,30,148,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,
8/25/2021,606,6,40,101,151,138,81,69,32,22,12,0,319,286,1,109,14,159,184,25,115,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,5,1,4,10,7,7,5,0,18,22,0,7,0,23,9,0,1
4/27/2021,565,5,56,101,143,113,79,63,41,14,11,0,288,276,1,157,16,237,96,13,46,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,4,8,6,13,12,5,7,0,32,24,0,9,1,36,10,0,0
7/7/2020,341,4,25,35,107,69,55,44,19,8,4,0,184,156,1,107,12,97,84,10,31,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,2,5,4,6,3,0,9,16,0,4,2,13,4,1,1
3/1/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
1/28/2021,607,10,46,82,144,107,95,80,53,29,17,0,306,301,0,220,20,109,175,23,60,0,1,0,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,2,2,3,4,8,12,14,0,20,26,0,13,0,17,13,2,1
9/28/2020,419,2,28,56,101,76,69,53,39,14,11,0,217,200,2,197,5,60,100,13,44,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,1,3,4,6,5,5,0,14,14,0,7,1,12,6,2,0
4/20/2020,990,40,181,24,158,181,213,193,122,58,41,0,486,504,0,441,28,281,129,42,69,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,16,31,35,36,25,29,0,76,105,0,66,5,71,27,11,1
5/12/2020,942,46,124,64,177,177,182,163,92,49,38,0,494,446,2,505,12,186,128,22,89,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,9,27,25,17,19,0,62,62,0,52,3,48,16,2,3
6/9/2020,255,23,38,19,50,34,46,44,38,14,10,0,115,137,3,119,4,53,44,11,24,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,6,6,11,0,16,22,0,10,0,19,8,1,0
10/11/2020,301,4,30,22,94,59,43,37,30,9,7,0,126,174,1,98,7,59,113,10,14,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,4,4,0,13,17,0,9,1,7,10,1,2
8/22/2020,191,2,17,18,59,32,28,26,16,10,2,0,97,93,1,75,6,29,60,12,9,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,3,0,10,4,0,0
10/20/2021,322,5,12,68,87,52,41,31,28,11,4,0,145,175,2,71,17,75,100,16,43,0,0,0,1,2,0,1,1,0,1,4,0,2,0,2,1,0,0,0,0,1,0,2,4,2,3,0,7,5,0,2,0,7,1,1,1
11/21/2021,376,3,30,68,91,76,52,44,30,7,8,0,224,149,3,62,18,75,113,25,83,0,0,0,0,1,1,1,0,0,2,1,0,0,0,2,1,0,0,0,3,2,4,7,7,6,1,0,17,13,0,7,1,11,8,1,2
10/18/2021,355,1,24,96,63,60,57,43,23,7,6,0,184,170,1,73,16,76,112,19,59,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,4,3,8,4,2,0,14,10,0,7,0,11,4,1,1
8/28/2020,382,4,25,66,109,61,50,47,29,15,5,0,184,198,0,172,11,71,90,14,24,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,2,1,8,2,3,4,4,0,13,12,0,9,0,11,4,1,0
3/8/2020,3,0,7,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,3,4,0,2,0,4,1,0,0
1/3/2022,9552,22,249,2297,1978,1670,1281,1120,747,271,179,9,5201,4241,110,2148,426,1903,2098,751,2226,0,0,0,1,3,7,4,7,0,9,13,0,4,0,12,5,1,0,11,32,15,22,37,48,42,42,0,140,109,0,43,5,118,65,7,11
1/25/2022,1331,15,60,398,252,224,163,117,105,50,22,0,705,618,8,325,88,201,415,72,230,0,0,0,1,4,2,2,6,0,8,7,0,5,0,6,3,0,1,3,4,6,10,4,16,11,6,0,32,28,0,12,1,21,22,0,4
1/31/2022,810,3,,257,163,125,88,78,52,32,15,0,439,362,9,171,64,149,211,32,183,0,0,0,0,0,0,0,3,0,2,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,
4/21/2020,875,36,171,20,148,164,160,154,109,56,64,0,439,436,0,417,13,226,136,33,50,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,34,37,34,34,0,73,98,0,56,4,71,29,9,2
7/8/2021,76,0,5,13,30,16,5,6,3,3,0,0,43,33,0,17,1,22,22,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,1,0,4,0,0,0
10/24/2020,885,5,62,109,224,197,140,105,59,38,13,0,470,415,0,361,25,129,264,35,71,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,9,8,6,6,10,15,6,0,33,29,0,21,2,26,9,3,1
3/15/2020,40,0,21,0,3,8,9,8,5,4,3,0,13,27,0,6,4,13,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,4,4,2,0,7,14,0,4,2,11,4,0,0
5/10/2020,306,38,99,17,59,52,64,42,41,14,17,0,137,169,0,140,8,69,45,11,33,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,29,15,11,0,37,62,0,42,4,34,12,5,2
1/16/2022,1149,28,103,239,207,218,149,152,91,57,36,0,630,516,3,308,79,175,342,62,183,0,0,0,0,3,4,7,14,0,17,11,0,6,2,15,5,0,0,7,7,13,12,17,12,17,18,0,58,45,0,28,5,40,22,4,4
9/16/2021,474,7,32,95,114,114,54,49,24,21,3,0,250,222,2,86,21,128,154,31,54,0,0,1,1,1,3,0,1,0,2,5,0,3,0,3,1,0,0,0,2,5,2,8,8,6,1,0,16,16,0,6,0,18,7,1,0
12/16/2020,1386,25,83,175,324,252,219,205,109,55,47,0,687,693,6,527,50,300,318,53,138,0,0,2,1,0,6,7,9,0,13,12,0,4,1,10,10,0,0,2,6,3,9,19,16,15,13,0,43,40,0,25,2,34,18,3,1
11/25/2021,190,3,45,26,42,45,23,25,15,8,6,0,95,94,1,33,9,56,53,12,27,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,8,5,4,8,9,4,6,0,23,22,0,10,1,23,10,0,1
1/7/2022,4869,31,200,903,1016,864,697,633,413,219,123,1,2665,2170,34,1040,235,918,1166,279,1231,0,0,0,0,2,6,8,15,0,15,16,0,5,0,14,11,1,0,6,15,21,17,29,40,37,35,0,104,96,0,37,6,92,51,3,11
4/14/2021,772,9,51,143,215,175,115,61,37,11,15,0,413,358,1,197,27,253,193,23,79,0,0,1,0,1,1,2,4,0,3,6,0,3,0,4,1,0,1,4,5,7,6,5,11,4,9,0,29,22,0,11,1,32,6,1,0
9/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,69,66,1,40,9,21,45,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
10/8/2020,612,3,28,82,181,116,68,83,55,19,8,0,311,301,0,251,17,89,177,22,56,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,4,1,1,4,8,3,7,0,15,13,0,4,1,14,6,2,1
12/29/2020,1712,21,66,217,390,355,259,222,149,72,48,0,923,788,1,718,57,310,401,72,154,0,0,0,1,2,5,7,6,0,8,13,0,6,0,9,6,0,0,3,2,5,8,7,18,11,12,0,38,28,0,20,3,23,16,2,2
12/20/2021,5466,13,130,818,1560,1352,771,501,275,128,59,2,2897,2518,51,682,170,1440,1555,459,1160,0,0,0,0,2,4,5,2,0,5,8,0,2,1,5,4,0,1,2,14,11,10,37,21,22,13,0,59,71,0,26,3,67,26,3,5
9/26/2021,205,9,23,40,45,49,25,15,10,15,6,0,105,100,0,35,6,53,82,15,14,0,0,0,2,1,2,2,2,0,4,5,0,2,1,5,1,0,0,0,4,1,2,5,4,3,4,0,12,11,0,3,1,14,5,0,0
6/5/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,2,24,12,2,5,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
3/29/2021,728,3,42,95,237,136,94,91,47,18,10,0,385,342,1,187,28,179,250,15,69,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,4,6,4,11,8,2,5,0,23,19,0,6,1,23,9,1,2
10/28/2020,1739,9,91,213,462,403,288,192,110,50,21,0,906,827,6,738,47,277,414,72,191,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,9,10,15,16,15,14,0,50,41,0,21,2,37,28,2,1
10/17/2020,547,5,44,70,139,115,95,58,45,15,10,0,275,272,0,235,17,75,159,21,40,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,5,4,9,6,7,0,31,13,0,15,2,19,7,1,0
3/2/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7/19/2021,203,1,17,34,65,51,24,21,4,3,1,0,96,105,2,41,5,42,72,10,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,4,0,3,3,1,2,0,13,4,0,3,0,6,7,0,1
8/21/2021,374,1,49,48,91,88,67,44,24,9,3,0,194,180,0,95,11,101,103,19,45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,6,12,4,9,8,4,4,0,23,26,0,8,0,27,10,1,3
4/14/2020,666,33,166,16,102,121,122,126,78,51,50,0,356,310,0,257,26,217,103,28,35,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,19,37,30,29,28,0,71,95,0,58,3,70,27,7,1
7/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,185,138,1,144,5,77,71,6,21,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
6/14/2021,67,3,8,10,14,22,7,9,4,1,0,0,37,30,0,22,2,25,5,2,11,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,1,4,0,2,0,0,4,4,0,2,0,4,1,1,0
5/25/2021,128,3,24,15,30,24,20,18,14,5,2,0,81,47,0,28,4,61,22,2,11,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,4,2,3,0,12,12,0,1,0,18,4,0,1
4/1/2020,461,24,181,3,57,68,87,85,91,41,29,0,245,216,0,104,24,236,66,15,16,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,39,42,31,25,0,77,104,0,38,5,102,26,7,3
8/11/2021,602,2,20,86,154,175,74,53,29,24,7,0,308,292,2,102,36,153,200,22,89,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,1,6,2,3,1,6,1,0,10,10,0,4,1,11,4,0,0
12/9/2021,1303,8,77,286,324,285,172,137,60,27,12,0,647,649,7,212,35,330,324,119,283,0,0,1,0,1,3,2,1,0,6,2,0,0,0,7,1,0,0,2,8,10,5,15,17,15,5,0,39,38,0,12,1,33,24,4,3
3/18/2021,424,3,33,55,168,78,53,40,22,3,5,0,202,219,3,83,17,95,174,14,41,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,4,4,11,2,1,0,16,17,0,4,2,15,9,3,0
6/1/2021,128,5,21,29,23,25,26,16,5,4,0,0,74,52,2,28,4,50,26,4,16,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,2,4,3,3,4,1,0,10,11,0,4,0,14,3,0,0
8/1/2021,217,3,16,26,54,51,28,26,22,8,2,0,110,106,1,52,7,54,70,10,24,0,2,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,2,3,3,6,0,1,0,7,9,0,3,0,7,3,1,2
7/3/2021,49,0,6,6,12,17,7,5,1,0,1,0,22,26,1,11,2,15,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,5,0,3,0,2,1,0,0
8/6/2020,349,4,21,38,113,73,52,31,22,11,9,0,180,169,0,148,7,88,82,12,12,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,3,0,11,10,0,5,0,10,5,1,0
6/26/2020,219,13,29,18,60,49,29,26,17,11,9,0,121,98,0,75,5,54,57,8,20,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,17,1,6,2,15,3,1,2
4/28/2021,574,5,50,85,145,130,95,68,28,13,10,0,304,269,1,170,30,203,103,17,51,0,0,0,1,2,0,1,1,0,1,4,0,0,2,2,1,0,0,2,4,7,8,8,8,5,8,0,18,32,0,7,1,28,10,2,2
7/15/2020,268,7,23,30,84,51,33,34,18,12,6,0,150,118,0,98,5,85,47,9,24,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,3,0,13,10,0,8,0,9,5,1,0
2/4/2021,537,9,51,68,138,121,68,64,45,21,12,0,268,266,3,159,22,119,162,23,52,0,0,0,0,1,1,2,5,0,5,4,0,1,1,4,3,0,0,1,1,7,4,13,14,9,2,0,30,21,0,14,2,23,11,1,0
11/18/2020,2326,17,120,291,566,451,388,295,196,98,41,0,1179,1138,9,848,63,469,555,85,306,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,7,5,10,23,18,28,27,0,56,64,0,36,6,49,25,4,0
1/12/2021,1087,12,57,139,288,190,150,132,104,50,34,0,566,521,0,383,51,224,270,44,115,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,0,11,7,1,5,12,13,8,0,24,33,0,20,1,28,6,2,0
2/4/2022,4,0,,1,1,0,0,0,1,0,1,0,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
12/8/2021,1291,10,58,324,307,273,155,119,59,28,26,0,652,633,6,207,37,358,337,106,246,0,0,0,2,3,1,2,2,0,2,8,0,2,1,5,2,0,0,0,7,12,9,9,13,4,4,0,34,24,0,15,1,26,8,3,5
7/11/2020,154,2,19,8,68,23,22,13,12,8,0,0,79,75,0,38,4,47,38,11,16,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,7,1,2,1,3,4,1,0,8,11,0,4,1,13,1,0,0
3/29/2020,282,20,130,4,29,48,54,50,50,30,17,0,128,154,0,55,12,153,42,10,10,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,6,12,25,23,26,24,14,0,56,74,0,21,3,93,10,2,1
